city,date,temp,humidity,description
Chicago,2025-07-20T13:00:00,69.73,86,light rain
Chicago,2025-07-21T13:00:00,78.66,57,broken clouds
Chicago,2025-07-22T13:00:00,83.01,54,few clouds
Chicago,2025-07-23T13:00:00,93.07,50,light rain
Chicago,2025-07-24T13:00:00,90.21,52,light rain
New York,2025-07-20T13:00:00,85.19,67,light rain
New York,2025-07-21T13:00:00,83.46,30,clear sky
New York,2025-07-22T13:00:00,79.68,28,scattered clouds
New York,2025-07-23T13:00:00,81.55,42,few clouds
New York,2025-07-24T13:00:00,86.14,48,scattered clouds
Santo Domingo,2025-07-20T12:00:00,87.94,75,light rain
Santo Domingo,2025-07-21T12:00:00,86.41,60,light rain
Santo Domingo,2025-07-22T12:00:00,87.49,57,light rain
Santo Domingo,2025-07-23T12:00:00,85.96,60,light rain
Santo Domingo,2025-07-24T12:00:00,86.77,62,light rain
Mexico City,2025-07-20T14:00:00,68.58,58,light rain
Mexico City,2025-07-21T14:00:00,72.93,37,light rain
Mexico City,2025-07-22T14:00:00,74.34,40,overcast clouds
Mexico City,2025-07-23T14:00:00,73.85,41,light rain
Mexico City,2025-07-24T14:00:00,73.08,46,light rain
Houston,2025-07-20T14:00:00,89.04,66,broken clouds
Houston,2025-07-21T14:00:00,97.63,36,clear sky
Houston,2025-07-22T14:00:00,97.97,38,scattered clouds
Houston,2025-07-23T14:00:00,99.97,28,clear sky
Houston,2025-07-24T14:00:00,100.18,31,overcast clouds
New York,2025-07-20T13:00:00,87.75,63,light rain
New York,2025-07-21T13:00:00,83.46,30,clear sky
New York,2025-07-22T13:00:00,79.68,28,scattered clouds
New York,2025-07-23T13:00:00,81.59,40,clear sky
New York,2025-07-24T13:00:00,86.14,48,scattered clouds
Miami,2025-07-20T13:00:00,91.4,64,scattered clouds
Miami,2025-07-21T13:00:00,86.81,61,broken clouds
Miami,2025-07-22T13:00:00,87.48,61,moderate rain
Miami,2025-07-23T13:00:00,86.45,62,moderate rain
Miami,2025-07-24T13:00:00,87.58,64,light rain
Miami,2025-07-20T13:00:00,91.4,64,scattered clouds
Miami,2025-07-21T13:00:00,86.81,61,broken clouds
Miami,2025-07-22T13:00:00,87.48,61,moderate rain
Miami,2025-07-23T13:00:00,86.45,62,moderate rain
Miami,2025-07-24T13:00:00,87.58,64,light rain
Boston,2025-07-20T12:00:00,83.05,70,moderate rain
Boston,2025-07-21T12:00:00,77.77,35,clear sky
Boston,2025-07-22T12:00:00,72.1,31,clear sky
Boston,2025-07-23T12:00:00,80.94,33,broken clouds
Boston,2025-07-24T12:00:00,84.52,43,broken clouds
new york,2025-07-20T13:00:00,88.3,62,light rain
new york,2025-07-21T13:00:00,83.46,30,clear sky
new york,2025-07-22T13:00:00,79.68,28,scattered clouds
new york,2025-07-23T13:00:00,81.59,40,clear sky
new york,2025-07-24T13:00:00,86.14,48,scattered clouds
boston,2025-07-20T12:00:00,83.8,69,moderate rain
boston,2025-07-21T12:00:00,77.77,35,clear sky
boston,2025-07-22T12:00:00,72.1,31,clear sky
boston,2025-07-23T12:00:00,80.94,33,broken clouds
boston,2025-07-24T12:00:00,84.52,43,broken clouds
boston,2025-07-20T12:00:00,83.8,69,moderate rain
boston,2025-07-21T12:00:00,77.77,35,clear sky
boston,2025-07-22T12:00:00,72.1,31,clear sky
boston,2025-07-23T12:00:00,80.94,33,broken clouds
boston,2025-07-24T12:00:00,84.52,43,broken clouds
boston,2025-07-20T12:00:00,83.8,69,moderate rain
boston,2025-07-21T12:00:00,77.77,35,clear sky
boston,2025-07-22T12:00:00,72.1,31,clear sky
boston,2025-07-23T12:00:00,80.94,33,broken clouds
boston,2025-07-24T12:00:00,84.52,43,broken clouds
miami,2025-07-20T13:00:00,91.78,65,clear sky
miami,2025-07-21T13:00:00,86.81,61,broken clouds
miami,2025-07-22T13:00:00,87.48,61,moderate rain
miami,2025-07-23T13:00:00,86.45,62,moderate rain
miami,2025-07-24T13:00:00,87.58,64,light rain
