id,timestamp,city,country,temp,feels_like,humidity,pressure,weather_summary,weather_detail,wind_speed,wind_deg,clouds,visibility,fetched_at,created_at
191,2025-07-10T22:29:36,Knoxville,US,28.12,31.33,73,1014.0,Clouds,overcast clouds,1.35,339,92,10000,2025-07-10T22:33:39.673728,2025-07-10 22:33:39
189,2025-07-10T20:22:01,Nashville,US,29.85,34.68,70,1014.0,Clouds,scattered clouds,4.12,330,40,10000,2025-07-10T20:26:30.492961,2025-07-10 20:26:30
188,2025-07-10T20:22:01,Nashville,US,29.85,34.68,70,1014.0,Clouds,scattered clouds,4.12,330,40,10000,2025-07-10T20:25:32.686454,2025-07-10 20:25:32
187,2025-07-10T20:22:01,Nashville,US,29.85,34.68,70,1014.0,Clouds,scattered clouds,4.12,330,40,10000,2025-07-10T20:25:23.353627,2025-07-10 20:25:23
182,2025-07-10T20:19:34,Salt Lake City,US,30.6,28.97,25,1014.0,Clouds,few clouds,6.17,290,20,10000,2025-07-10T20:23:53.725776,2025-07-10 20:23:53
178,2025-07-10T20:19:34,Salt Lake City,US,30.6,28.97,25,1014.0,Clouds,few clouds,6.17,290,20,10000,2025-07-10T20:23:49.431905,2025-07-10 20:23:49
174,2025-07-10T20:19:34,Salt Lake City,US,30.6,28.97,25,1014.0,Clouds,few clouds,6.17,290,20,10000,2025-07-10T20:22:56.818976,2025-07-10 20:22:56
170,2025-07-10T20:19:34,Salt Lake City,US,30.6,28.97,25,1014.0,Clouds,few clouds,6.17,290,20,10000,2025-07-10T20:22:51.804226,2025-07-10 20:22:51
166,2025-07-10T20:19:34,Salt Lake City,US,30.6,28.97,25,1014.0,Clouds,few clouds,6.17,290,20,10000,2025-07-10T20:22:16.751084,2025-07-10 20:22:16
162,2025-07-10T20:19:34,Salt Lake City,US,30.6,28.97,25,1014.0,Clouds,few clouds,6.17,290,20,10000,2025-07-10T20:22:12.420518,2025-07-10 20:22:12
157,2025-07-10T20:19:34,Salt Lake City,US,30.6,28.97,25,1014.0,Clouds,few clouds,6.17,290,20,10000,2025-07-10T20:20:52.602379,2025-07-10 20:20:52
153,2025-07-10T20:19:34,Salt Lake City,US,30.6,28.97,25,1014.0,Clouds,few clouds,6.17,290,20,10000,2025-07-10T20:20:48.336604,2025-07-10 20:20:48
184,2025-07-10T20:18:13,Tokyo,JP,22.72,23.21,83,1014.0,Clouds,broken clouds,7.2,40,75,10000,2025-07-10T20:23:55.874455,2025-07-10 20:23:55
180,2025-07-10T20:18:13,Tokyo,JP,22.72,23.21,83,1014.0,Clouds,broken clouds,7.2,40,75,10000,2025-07-10T20:23:51.582205,2025-07-10 20:23:51
176,2025-07-10T20:18:13,Tokyo,JP,22.72,23.21,83,1014.0,Clouds,broken clouds,7.2,40,75,10000,2025-07-10T20:22:58.954544,2025-07-10 20:22:58
172,2025-07-10T20:18:13,Tokyo,JP,22.72,23.21,83,1014.0,Clouds,broken clouds,7.2,40,75,10000,2025-07-10T20:22:54.688356,2025-07-10 20:22:54
168,2025-07-10T20:18:13,Tokyo,JP,22.72,23.21,83,1014.0,Clouds,broken clouds,7.2,40,75,10000,2025-07-10T20:22:18.881981,2025-07-10 20:22:18
164,2025-07-10T20:18:13,Tokyo,JP,22.72,23.21,83,1014.0,Clouds,broken clouds,7.2,40,75,10000,2025-07-10T20:22:14.603474,2025-07-10 20:22:14
159,2025-07-10T20:18:13,Tokyo,JP,22.72,23.21,83,1014.0,Clouds,broken clouds,7.2,40,75,10000,2025-07-10T20:20:54.728951,2025-07-10 20:20:54
155,2025-07-10T20:18:13,Tokyo,JP,22.72,23.21,83,1014.0,Clouds,broken clouds,7.2,40,75,10000,2025-07-10T20:20:50.471281,2025-07-10 20:20:50
150,2025-07-10T20:17:12,Salt Lake City,US,30.6,28.97,25,1014.0,Clouds,few clouds,6.17,290,20,10000,2025-07-10T20:17:16.224687,2025-07-10 20:17:16
147,2025-07-10T20:17:12,Salt Lake City,US,30.6,28.97,25,1014.0,Clouds,few clouds,6.17,290,20,10000,2025-07-10T20:17:13.029805,2025-07-10 20:17:13
186,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:24:31.269077,2025-07-10 20:24:31
185,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:23:56.938946,2025-07-10 20:23:56
183,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:23:54.809600,2025-07-10 20:23:54
181,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:23:52.641673,2025-07-10 20:23:52
179,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:23:50.505047,2025-07-10 20:23:50
177,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:23:00.038717,2025-07-10 20:23:00
175,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:22:57.884378,2025-07-10 20:22:57
173,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:22:55.752377,2025-07-10 20:22:55
171,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:22:52.871192,2025-07-10 20:22:52
169,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:22:19.976819,2025-07-10 20:22:19
167,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:22:17.816454,2025-07-10 20:22:17
165,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:22:15.677583,2025-07-10 20:22:15
163,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:22:13.480770,2025-07-10 20:22:13
161,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:21:30.850336,2025-07-10 20:21:30
160,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:20:55.790696,2025-07-10 20:20:55
158,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:20:53.667199,2025-07-10 20:20:53
156,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:20:51.534250,2025-07-10 20:20:51
154,2025-07-10T20:16:09,Knoxville,US,30.97,35.03,61,1015.0,Clouds,broken clouds,0.89,0,75,10000,2025-07-10T20:20:49.405042,2025-07-10 20:20:49
151,2025-07-10T20:12:56,Knoxville,US,31.02,35.14,61,1015.0,Clouds,broken clouds,0.89,288,75,10000,2025-07-10T20:17:17.287290,2025-07-10 20:17:17
148,2025-07-10T20:12:56,Knoxville,US,31.02,35.14,61,1015.0,Clouds,broken clouds,0.89,288,75,10000,2025-07-10T20:17:14.088807,2025-07-10 20:17:14
152,2025-07-10T20:09:44,Tokyo,JP,23.04,23.57,83,1014.0,Clouds,broken clouds,7.2,30,75,10000,2025-07-10T20:17:18.348802,2025-07-10 20:17:18
149,2025-07-10T20:09:44,Tokyo,JP,23.04,23.57,83,1014.0,Clouds,broken clouds,7.2,30,75,10000,2025-07-10T20:17:15.152265,2025-07-10 20:17:15
143,2025-07-10T19:57:54,Salt Lake City,US,30.56,28.94,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:59:40.253572,2025-07-10 19:59:40
140,2025-07-10T19:57:54,Salt Lake City,US,30.56,28.94,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:59:37.053997,2025-07-10 19:59:37
146,2025-07-10T19:57:16,Knoxville,US,31.07,35.25,61,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:59:54.805051,2025-07-10 19:59:54
144,2025-07-10T19:57:16,Knoxville,US,31.07,35.25,61,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:59:41.312050,2025-07-10 19:59:41
141,2025-07-10T19:57:16,Knoxville,US,31.07,35.25,61,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:59:38.119449,2025-07-10 19:59:38
145,2025-07-10T19:52:59,Tokyo,JP,23.1,23.63,83,1014.0,Clouds,broken clouds,7.2,30,75,10000,2025-07-10T19:59:42.383960,2025-07-10 19:59:42
142,2025-07-10T19:52:59,Tokyo,JP,23.1,23.63,83,1014.0,Clouds,broken clouds,7.2,30,75,10000,2025-07-10T19:59:39.182736,2025-07-10 19:59:39
139,2025-07-10T19:51:13,Tokyo,JP,23.1,23.63,83,1014.0,Clouds,broken clouds,7.2,30,75,10000,2025-07-10T19:55:08.759709,2025-07-10 19:55:08
136,2025-07-10T19:51:13,Tokyo,JP,23.1,23.63,83,1014.0,Clouds,broken clouds,7.2,30,75,10000,2025-07-10T19:55:05.510694,2025-07-10 19:55:05
133,2025-07-10T19:51:13,Tokyo,JP,23.1,23.63,83,1014.0,Clouds,broken clouds,7.2,30,75,10000,2025-07-10T19:52:34.395049,2025-07-10 19:52:34
130,2025-07-10T19:51:13,Tokyo,JP,23.1,23.63,83,1014.0,Clouds,broken clouds,7.2,30,75,10000,2025-07-10T19:52:30.676251,2025-07-10 19:52:30
138,2025-07-10T19:49:37,Knoxville,US,30.9,34.63,60,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:55:07.689316,2025-07-10 19:55:07
135,2025-07-10T19:49:37,Knoxville,US,30.9,34.63,60,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:55:04.443972,2025-07-10 19:55:04
132,2025-07-10T19:49:37,Knoxville,US,30.9,34.63,60,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:52:33.323229,2025-07-10 19:52:33
129,2025-07-10T19:49:37,Knoxville,US,30.9,34.63,60,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:52:29.609928,2025-07-10 19:52:29
137,2025-07-10T19:47:43,Salt Lake City,US,30.48,28.86,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:55:06.615817,2025-07-10 19:55:06
134,2025-07-10T19:47:43,Salt Lake City,US,30.48,28.86,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:55:03.380883,2025-07-10 19:55:03
131,2025-07-10T19:47:43,Salt Lake City,US,30.48,28.86,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:52:32.254325,2025-07-10 19:52:32
128,2025-07-10T19:47:43,Salt Lake City,US,30.48,28.86,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:52:28.531091,2025-07-10 19:52:28
127,2025-07-10T19:37:48,Knoxville,US,30.91,34.9,61,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:41:16.513400,2025-07-10 19:41:16
125,2025-07-10T19:37:48,Knoxville,US,30.91,34.9,61,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:41:05.562995,2025-07-10 19:41:05
122,2025-07-10T19:37:48,Knoxville,US,30.91,34.9,61,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:41:02.226492,2025-07-10 19:41:02
119,2025-07-10T19:37:48,Knoxville,US,30.91,34.9,61,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:40:33.105987,2025-07-10 19:40:33
116,2025-07-10T19:37:48,Knoxville,US,30.91,34.9,61,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:40:27.745830,2025-07-10 19:40:27
113,2025-07-10T19:36:50,Knoxville,US,30.77,34.85,62,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:38:31.689152,2025-07-10 19:38:31
110,2025-07-10T19:36:50,Knoxville,US,30.77,34.85,62,1014.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:38:28.471243,2025-07-10 19:38:28
126,2025-07-10T19:36:35,Tokyo,JP,22.91,23.45,84,1014.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T19:41:06.642309,2025-07-10 19:41:06
123,2025-07-10T19:36:35,Tokyo,JP,22.91,23.45,84,1014.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T19:41:03.408573,2025-07-10 19:41:03
120,2025-07-10T19:36:35,Tokyo,JP,22.91,23.45,84,1014.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T19:40:34.185591,2025-07-10 19:40:34
117,2025-07-10T19:36:35,Tokyo,JP,22.91,23.45,84,1014.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T19:40:30.941538,2025-07-10 19:40:30
124,2025-07-10T19:35:35,Salt Lake City,US,30.45,28.84,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:41:04.486747,2025-07-10 19:41:04
121,2025-07-10T19:35:35,Salt Lake City,US,30.45,28.84,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:41:01.154191,2025-07-10 19:41:01
118,2025-07-10T19:35:35,Salt Lake City,US,30.45,28.84,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:40:32.032364,2025-07-10 19:40:32
115,2025-07-10T19:35:35,Salt Lake City,US,30.45,28.84,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:40:26.660953,2025-07-10 19:40:26
112,2025-07-10T19:35:35,Salt Lake City,US,30.45,28.84,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:38:30.620681,2025-07-10 19:38:30
109,2025-07-10T19:35:35,Salt Lake City,US,30.45,28.84,25,1013.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:38:27.392893,2025-07-10 19:38:27
114,2025-07-10T19:34:05,Tokyo,JP,22.91,23.45,84,1014.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T19:38:32.774333,2025-07-10 19:38:32
111,2025-07-10T19:34:05,Tokyo,JP,22.91,23.45,84,1014.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T19:38:29.546641,2025-07-10 19:38:29
107,2025-07-10T19:28:52,Knoxville,US,30.98,34.8,60,1015.0,Clouds,broken clouds,2.06,300,75,10000,2025-07-10T19:29:49.499029,2025-07-10 19:29:49
106,2025-07-10T19:28:49,Salt Lake City,US,30.21,28.62,25,1016.0,Clouds,few clouds,5.14,290,20,10000,2025-07-10T19:29:48.418899,2025-07-10 19:29:48
108,2025-07-10T19:23:01,Tokyo,JP,22.91,23.45,84,1013.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T19:29:51.127646,2025-07-10 19:29:51
105,2025-07-10T18:49:37,Knoxville,US,30.12,33.92,64,1015.0,Clear,clear sky,2.06,290,0,10000,2025-07-10T18:50:54.043780,2025-07-10 18:50:54
104,2025-07-10T18:49:37,Knoxville,US,30.12,33.92,64,1015.0,Clear,clear sky,2.06,290,0,10000,2025-07-10T18:50:24.106161,2025-07-10 18:50:24
102,2025-07-10T18:49:37,Knoxville,US,30.12,33.92,64,1015.0,Clear,clear sky,2.06,290,0,10000,2025-07-10T18:50:17.957656,2025-07-10 18:50:17
99,2025-07-10T18:49:37,Knoxville,US,30.12,33.92,64,1015.0,Clear,clear sky,2.06,290,0,10000,2025-07-10T18:50:14.753869,2025-07-10 18:50:14
101,2025-07-10T18:48:20,Salt Lake City,US,29.87,28.38,26,1014.0,Clouds,few clouds,6.69,310,20,10000,2025-07-10T18:50:16.898360,2025-07-10 18:50:16
98,2025-07-10T18:48:20,Salt Lake City,US,29.87,28.38,26,1014.0,Clouds,few clouds,6.69,310,20,10000,2025-07-10T18:50:13.691931,2025-07-10 18:50:13
103,2025-07-10T18:48:18,Tokyo,JP,22.9,23.44,84,1013.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T18:50:19.020312,2025-07-10 18:50:19
100,2025-07-10T18:48:18,Tokyo,JP,22.9,23.44,84,1013.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T18:50:15.826564,2025-07-10 18:50:15
97,2025-07-10T18:47:53,Tokyo,JP,22.9,23.44,84,1013.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T18:47:56.656789,2025-07-10 18:47:56
94,2025-07-10T18:47:53,Tokyo,JP,22.9,23.44,84,1013.0,Clouds,broken clouds,7.72,40,75,10000,2025-07-10T18:47:53.477092,2025-07-10 18:47:53
95,2025-07-10T18:47:50,Salt Lake City,US,29.87,28.38,26,1014.0,Clouds,few clouds,6.69,310,20,10000,2025-07-10T18:47:54.541240,2025-07-10 18:47:54
92,2025-07-10T18:47:50,Salt Lake City,US,29.87,28.38,26,1014.0,Clouds,few clouds,6.69,310,20,10000,2025-07-10T18:47:51.204292,2025-07-10 18:47:51
96,2025-07-10T18:45:50,Knoxville,US,30.13,33.94,64,1015.0,Clear,clear sky,2.06,290,0,10000,2025-07-10T18:47:55.594998,2025-07-10 18:47:55
93,2025-07-10T18:45:50,Knoxville,US,30.13,33.94,64,1015.0,Clear,clear sky,2.06,290,0,10000,2025-07-10T18:47:52.399652,2025-07-10 18:47:52
89,2025-07-10T18:35:59,Salt Lake City,US,29.78,28.31,26,1014.0,Clouds,few clouds,6.69,310,20,10000,2025-07-10T18:36:03.114536,2025-07-10 18:36:03
86,2025-07-10T18:35:59,Salt Lake City,US,29.78,28.31,26,1014.0,Clouds,few clouds,6.69,310,20,10000,2025-07-10T18:35:59.913943,2025-07-10 18:35:59
90,2025-07-10T18:34:19,Knoxville,US,30.17,34.02,64,1015.0,Clear,clear sky,2.06,290,0,10000,2025-07-10T18:36:04.204940,2025-07-10 18:36:04
87,2025-07-10T18:34:19,Knoxville,US,30.17,34.02,64,1015.0,Clear,clear sky,2.06,290,0,10000,2025-07-10T18:36:00.978033,2025-07-10 18:36:00
91,2025-07-10T18:31:48,Tokyo,JP,22.82,23.43,87,1013.0,Clouds,broken clouds,8.23,40,75,10000,2025-07-10T18:36:05.433385,2025-07-10 18:36:05
88,2025-07-10T18:31:48,Tokyo,JP,22.82,23.43,87,1013.0,Clouds,broken clouds,8.23,40,75,10000,2025-07-10T18:36:02.040153,2025-07-10 18:36:02
84,2025-07-10T18:25:31,Knoxville,US,29.78,34.06,68,1016.0,Clouds,few clouds,2.06,290,20,10000,2025-07-10T18:25:35.451071,2025-07-10 18:25:35
81,2025-07-10T18:25:31,Knoxville,US,29.78,34.06,68,1016.0,Clouds,few clouds,2.06,290,20,10000,2025-07-10T18:25:32.130489,2025-07-10 18:25:32
83,2025-07-10T18:25:30,Salt Lake City,US,29.61,28.22,27,1017.0,Clouds,few clouds,6.69,310,20,10000,2025-07-10T18:25:34.270630,2025-07-10 18:25:34
80,2025-07-10T18:25:30,Salt Lake City,US,29.61,28.22,27,1017.0,Clouds,few clouds,6.69,310,20,10000,2025-07-10T18:25:31.065253,2025-07-10 18:25:31
85,2025-07-10T18:24:47,Tokyo,JP,22.82,23.43,87,1013.0,Clouds,broken clouds,8.23,40,75,10000,2025-07-10T18:25:36.715664,2025-07-10 18:25:36
82,2025-07-10T18:24:47,Tokyo,JP,22.82,23.43,87,1013.0,Clouds,broken clouds,8.23,40,75,10000,2025-07-10T18:25:33.198333,2025-07-10 18:25:33
79,2025-07-10T18:15:01,Nashville,US,29.3,33.19,69,1016.0,Clouds,broken clouds,2.06,340,75,10000,2025-07-10T18:17:16.411233,2025-07-10 18:17:16
78,2025-07-10T18:15:01,Nashville,US,29.3,33.19,69,1016.0,Clouds,broken clouds,2.06,340,75,10000,2025-07-10T18:17:01.110364,2025-07-10 18:17:01
77,2025-07-10T18:11:16,Nashville,US,29.3,33.19,69,1016.0,Clouds,broken clouds,2.06,340,75,10000,2025-07-10T18:12:22.578274,2025-07-10 18:12:22
73,2025-07-10T18:10:58,Salt Lake City,US,29.15,27.84,27,1017.0,Clouds,few clouds,6.69,310,20,10000,2025-07-10T18:12:02.413711,2025-07-10 18:12:02
70,2025-07-10T18:10:58,Salt Lake City,US,29.15,27.84,27,1017.0,Clouds,few clouds,6.69,310,20,10000,2025-07-10T18:11:59.195945,2025-07-10 18:11:59
76,2025-07-10T18:10:17,Knoxville,US,29.15,33.25,71,1016.0,Clouds,scattered clouds,2.06,290,40,10000,2025-07-10T18:12:13.025618,2025-07-10 18:12:13
74,2025-07-10T18:10:17,Knoxville,US,29.15,33.25,71,1016.0,Clouds,scattered clouds,2.06,290,40,10000,2025-07-10T18:12:03.635682,2025-07-10 18:12:03
71,2025-07-10T18:10:17,Knoxville,US,29.15,33.25,71,1016.0,Clouds,scattered clouds,2.06,290,40,10000,2025-07-10T18:12:00.263921,2025-07-10 18:12:00
75,2025-07-10T18:10:12,Tokyo,JP,22.86,23.45,86,1013.0,Clouds,broken clouds,6.69,40,75,10000,2025-07-10T18:12:05.066924,2025-07-10 18:12:05
72,2025-07-10T18:10:12,Tokyo,JP,22.86,23.45,86,1013.0,Clouds,broken clouds,6.69,40,75,10000,2025-07-10T18:12:01.335609,2025-07-10 18:12:01
68,2025-07-10T18:03:51,Knoxville,US,29.0,32.73,70,1016.0,Clouds,scattered clouds,2.06,290,40,10000,2025-07-10T18:07:43.005741,2025-07-10 18:07:43
69,2025-07-10T18:03:40,Nashville,US,29.27,33.13,69,1016.0,Clouds,broken clouds,2.06,340,75,10000,2025-07-10T18:08:14.845673,2025-07-10 18:08:14
67,2025-07-10T17:49:19,Nashville,US,29.31,32.64,66,1016.0,Clouds,scattered clouds,2.06,0,40,10000,2025-07-10T17:49:51.109995,2025-07-10 17:49:51
63,2025-07-10T17:48:16,Salt Lake City,US,28.53,27.4,28,1015.0,Clouds,few clouds,4.63,260,20,10000,2025-07-10T17:49:13.571693,2025-07-10 17:49:13
60,2025-07-10T17:48:16,Salt Lake City,US,28.53,27.4,28,1015.0,Clouds,few clouds,4.63,260,20,10000,2025-07-10T17:49:10.300989,2025-07-10 17:49:10
65,2025-07-10T17:46:06,Tokyo,JP,22.82,23.4,86,1013.0,Clouds,broken clouds,6.69,40,75,10000,2025-07-10T17:49:15.801000,2025-07-10 17:49:15
62,2025-07-10T17:46:06,Tokyo,JP,22.82,23.4,86,1013.0,Clouds,broken clouds,6.69,40,75,10000,2025-07-10T17:49:12.423461,2025-07-10 17:49:12
66,2025-07-10T17:44:46,Knoxville,US,29.16,32.51,67,1016.0,Clouds,broken clouds,2.06,220,75,10000,2025-07-10T17:49:20.411157,2025-07-10 17:49:20
64,2025-07-10T17:44:46,Knoxville,US,29.16,32.51,67,1016.0,Clouds,broken clouds,2.06,220,75,10000,2025-07-10T17:49:14.708568,2025-07-10 17:49:14
61,2025-07-10T17:44:46,Knoxville,US,29.16,32.51,67,1016.0,Clouds,broken clouds,2.06,220,75,10000,2025-07-10T17:49:11.361022,2025-07-10 17:49:11
59,2025-07-10T17:44:46,Knoxville,US,29.16,32.51,67,1016.0,Clouds,broken clouds,2.06,220,75,10000,2025-07-10T17:45:47.800784,2025-07-10 17:45:47
57,2025-07-10T17:41:32,Knoxville,US,29.21,32.62,67,1016.0,Clouds,broken clouds,2.06,220,75,10000,2025-07-10T17:43:37.366429,2025-07-10 17:43:37
54,2025-07-10T17:41:32,Knoxville,US,29.21,32.62,67,1016.0,Clouds,broken clouds,2.06,220,75,10000,2025-07-10T17:43:33.337009,2025-07-10 17:43:33
51,2025-07-10T17:41:32,Knoxville,US,29.21,32.62,67,1016.0,Clouds,broken clouds,2.06,220,75,10000,2025-07-10T17:42:24.083772,2025-07-10 17:42:24
48,2025-07-10T17:41:32,Knoxville,US,29.21,32.62,67,1016.0,Clouds,broken clouds,2.06,220,75,10000,2025-07-10T17:42:20.058614,2025-07-10 17:42:20
45,2025-07-10T17:41:32,Knoxville,US,29.21,32.62,67,1016.0,Clouds,broken clouds,2.06,220,75,10000,2025-07-10T17:41:36.149056,2025-07-10 17:41:36
42,2025-07-10T17:41:32,Knoxville,US,29.21,32.62,67,1016.0,Clouds,broken clouds,2.06,220,75,10000,2025-07-10T17:41:32.552142,2025-07-10 17:41:32
56,2025-07-10T17:40:47,Salt Lake City,US,28.68,27.56,29,1015.0,Clouds,few clouds,4.63,260,20,10000,2025-07-10T17:43:36.037422,2025-07-10 17:43:36
53,2025-07-10T17:40:47,Salt Lake City,US,28.68,27.56,29,1015.0,Clouds,few clouds,4.63,260,20,10000,2025-07-10T17:43:32.280805,2025-07-10 17:43:32
50,2025-07-10T17:40:47,Salt Lake City,US,28.68,27.56,29,1015.0,Clouds,few clouds,4.63,260,20,10000,2025-07-10T17:42:23.005384,2025-07-10 17:42:23
47,2025-07-10T17:40:47,Salt Lake City,US,28.68,27.56,29,1015.0,Clouds,few clouds,4.63,260,20,10000,2025-07-10T17:42:18.997338,2025-07-10 17:42:18
44,2025-07-10T17:40:47,Salt Lake City,US,28.68,27.56,29,1015.0,Clouds,few clouds,4.63,260,20,10000,2025-07-10T17:41:35.035926,2025-07-10 17:41:35
41,2025-07-10T17:40:47,Salt Lake City,US,28.68,27.56,29,1015.0,Clouds,few clouds,4.63,260,20,10000,2025-07-10T17:41:31.491493,2025-07-10 17:41:31
58,2025-07-10T17:38:46,Tokyo,JP,23.06,23.67,86,1013.0,Clouds,broken clouds,5.14,30,75,10000,2025-07-10T17:43:38.621484,2025-07-10 17:43:38
55,2025-07-10T17:38:46,Tokyo,JP,23.06,23.67,86,1013.0,Clouds,broken clouds,5.14,30,75,10000,2025-07-10T17:43:34.975098,2025-07-10 17:43:34
52,2025-07-10T17:38:46,Tokyo,JP,23.06,23.67,86,1013.0,Clouds,broken clouds,5.14,30,75,10000,2025-07-10T17:42:25.151164,2025-07-10 17:42:25
49,2025-07-10T17:38:46,Tokyo,JP,23.06,23.67,86,1013.0,Clouds,broken clouds,5.14,30,75,10000,2025-07-10T17:42:21.936876,2025-07-10 17:42:21
46,2025-07-10T17:38:46,Tokyo,JP,23.06,23.67,86,1013.0,Clouds,broken clouds,5.14,30,75,10000,2025-07-10T17:41:37.328840,2025-07-10 17:41:37
43,2025-07-10T17:38:46,Tokyo,JP,23.06,23.67,86,1013.0,Clouds,broken clouds,5.14,30,75,10000,2025-07-10T17:41:33.614203,2025-07-10 17:41:33
39,2025-07-10T17:28:07,Tokyo,JP,23.06,23.67,86,1013.0,Clouds,broken clouds,5.14,30,75,10000,2025-07-10T17:29:32.966776,2025-07-10 17:29:32
36,2025-07-10T17:28:07,Tokyo,JP,23.06,23.67,86,1013.0,Clouds,broken clouds,5.14,30,75,10000,2025-07-10T17:29:28.573097,2025-07-10 17:29:28
33,2025-07-10T17:28:07,Tokyo,JP,23.06,23.67,86,1013.0,Clouds,broken clouds,5.14,30,75,10000,2025-07-10T17:28:11.557500,2025-07-10 17:28:11
30,2025-07-10T17:28:07,Tokyo,JP,23.06,23.67,86,1013.0,Clouds,broken clouds,5.14,30,75,10000,2025-07-10T17:28:08.162250,2025-07-10 17:28:08
37,2025-07-10T17:24:19,Salt Lake City,US,28.39,27.39,30,1017.0,Clouds,few clouds,4.63,260,20,10000,2025-07-10T17:29:30.615034,2025-07-10 17:29:30
